Time(UTC),Lat(°),Lon(°),PM1(μg/m³),PM2.5(μg/m³),PM10(μg/m³),NO2(μg/m³),Sensor_number
2022-02-02,51.4903,5.3941,8.61,12.72,19.55,24.0,58
2022-02-01,51.4903,5.3941,11.78,19.37,29.44,37.0,58
2022-01-31,51.4903,5.3941,11.25,17.3,26.11,29.0,58
2022-02-12,51.4903,5.3941,8.42,12.21,18.78,23.0,58
2022-03-01,51.4903,5.3941,11.05,12.72,16.08,54.0,58
2022-06-20,51.4063,5.4574,4.87,8.19,22.24,10.0,1
2022-06-09,51.4063,5.4574,7.8,10.1,20.14,6.0,1
2022-06-30,51.4063,5.4574,4.87,6.2,14.22,53.0,1
2022-06-24,51.4063,5.4574,6.58,9.6,26.93,31.0,1
2022-06-28,51.4063,5.4574,6.73,8.36,16.33,22.0,1
2022-06-19,51.4063,5.4574,6.63,9.71,29.8,25.0,1
2022-06-23,51.4063,5.4574,5.81,7.63,18.83,23.0,1
2022-06-10,51.4063,5.4574,5.42,9.22,26.67,11.0,1
2022-06-13,51.4063,5.4574,6.11,9.72,26.14,10.0,1
2022-06-11,51.4063,5.4574,5.04,8.6,25.5,15.0,1
2022-06-21,51.4063,5.4574,4.49,7.16,18.99,14.0,1
2022-06-12,51.4063,5.4574,5.42,9.12,26.01,12.0,1
2022-06-29,51.4063,5.4574,3.92,5.62,15.1,30.0,1
2022-06-22,51.4063,5.4574,5.48,7.8,19.27,19.0,1
2022-06-14,51.4063,5.4574,5.58,8.64,22.22,14.0,1
2022-06-18,51.4063,5.4574,6.47,8.04,18.73,39.0,1
2022-06-26,51.4063,5.4574,3.89,5.04,12.82,9.0,1
2022-06-17,51.4063,5.4574,5.3,6.99,15.97,36.0,1
2022-06-16,51.4063,5.4574,5.28,7.6,21.24,24.0,1
2022-06-25,51.4063,5.4574,5.54,6.65,12.27,12.0,1
2022-06-15,51.4063,5.4574,5.53,8.22,20.23,19.0,1
2022-06-27,51.4063,5.4574,6.47,8.34,17.19,14.0,1
2022-07-01,51.4063,5.4574,7.79,9.79,20.22,22.0,1
2022-06-11,51.4379,5.3582,6.16,9.23,25.17,5.0,2
2022-06-22,51.4379,5.3582,5.27,7.72,22.07,10.0,2
2022-07-01,51.4379,5.3582,7.64,9.7,22.23,8.0,2
2022-05-03,51.4379,5.3582,16.22,17.76,22.16,51.0,2
2022-06-29,51.4379,5.3582,3.44,5.14,15.86,7.0,2
2022-05-20,51.4379,5.3582,18.27,20.55,27.23,20.0,2
2022-05-05,51.4379,5.3582,12.52,15.58,22.86,52.0,2
2022-05-28,51.4379,5.3582,5.04,7.57,14.35,22.0,2
2022-06-27,51.4379,5.3582,6.59,8.46,17.21,4.0,2
2022-06-26,51.4379,5.3582,3.7,4.71,12.27,4.0,2
2022-05-25,51.4379,5.3582,3.43,4.6,9.72,22.0,2
2022-05-23,51.4379,5.3582,8.22,10.48,16.97,31.0,2
2022-06-06,51.4379,5.3582,21.29,25.99,38.04,7.0,2
2022-05-07,51.4379,5.3582,24.62,27.55,31.25,22.0,2
2022-06-08,51.4379,5.3582,12.15,14.1,24.16,5.0,2
2022-06-28,51.4379,5.3582,4.96,6.25,13.62,6.0,2
2022-06-24,51.4379,5.3582,7.01,10.01,28.23,9.0,2
2022-06-25,51.4379,5.3582,6.32,7.45,13.22,4.0,2
2022-05-22,51.4379,5.3582,8.24,11.24,19.55,24.0,2
2022-06-04,51.4379,5.3582,7.11,8.3,17.15,10.0,2
2022-06-07,51.4379,5.3582,12.06,15.77,27.08,3.0,2
2022-05-27,51.4379,5.3582,6.94,9.68,17.05,16.0,2
2022-05-08,51.4379,5.3582,21.0,23.83,29.21,29.0,2
2022-06-09,51.4379,5.3582,9.17,11.56,22.69,3.0,2
2022-06-23,51.4379,5.3582,5.75,7.67,20.79,10.0,2
2022-06-03,51.4379,5.3582,8.8,9.77,16.16,6.0,2
2022-05-24,51.4379,5.3582,11.05,12.83,17.92,37.0,2
