Time(UTC),Lat(°),Lon(°),PM1(μg/m³),PM2.5(μg/m³),PM10(μg/m³),NO2(μg/m³),Sensor_number
2022-08-02,51.3706,5.1565,7.75,8.58,12.32,7.0,10
2022-07-02,51.3706,5.1565,5.97,6.87,10.89,8.0,10
2022-07-13,51.3706,5.1565,5.69,6.1,8.94,13.0,10
2022-07-29,51.3706,5.1565,3.99,4.91,10.1,19.0,10
2022-08-07,51.3706,5.1565,3.65,4.22,7.57,16.0,10
2022-08-13,51.3706,5.1565,5.38,6.04,9.81,28.0,10
2022-07-19,51.3706,5.1565,6.43,7.2,11.01,37.0,10
2022-07-08,51.3706,5.1565,4.92,6.44,11.84,7.0,10
2022-08-17,51.3706,5.1565,9.69,10.56,14.66,16.0,10
2022-07-27,51.3706,5.1565,4.2,5.36,10.42,6.0,10
2022-08-08,51.3706,5.1565,6.22,6.77,9.82,16.0,10
2022-08-21,51.3706,5.1565,11.56,13.43,19.17,8.0,10
2022-07-12,51.3706,5.1565,6.29,6.91,10.31,12.0,10
2022-07-25,51.3706,5.1565,9.17,9.84,12.78,12.0,10
2022-07-04,51.3706,5.1565,3.57,4.23,8.08,12.0,10
2022-08-28,51.3706,5.1565,5.19,6.13,10.37,7.0,10
2022-07-03,51.3706,5.1565,3.36,3.85,7.06,12.0,10
2022-07-20,51.3706,5.1565,7.9,8.78,13.33,26.0,10
2022-08-26,51.3706,5.1565,8.75,9.82,14.47,14.0,10
2022-08-14,51.3706,5.1565,4.47,5.01,8.58,27.0,10
2022-08-05,51.3706,5.1565,6.26,7.6,12.94,10.0,10
2022-07-01,51.3706,5.1565,9.34,10.02,13.5,6.0,10
2022-07-24,51.3706,5.1565,6.32,6.85,9.84,12.0,10
2022-07-15,51.3706,5.1565,5.07,6.51,12.4,10.0,10
2022-08-25,51.3706,5.1565,8.54,9.23,12.59,7.0,10
2022-07-09,51.3706,5.1565,4.92,6.11,11.07,16.0,10
2022-08-16,51.3706,5.1565,6.95,7.88,11.73,21.0,10
2022-08-11,51.3706,5.1565,4.68,5.14,8.7,15.0,10
2022-07-31,51.3706,5.1565,7.47,8.59,13.48,20.0,10
2022-07-17,51.3706,5.1565,4.32,5.14,9.86,19.0,10
2022-07-23,51.3706,5.1565,7.42,8.36,12.18,5.0,10
2022-08-18,51.3706,5.1565,25.26,26.68,29.76,7.0,10
2022-08-30,51.3706,5.1565,7.52,8.64,13.02,14.0,10
2022-08-27,51.3706,5.1565,4.18,5.39,11.23,3.0,10
2022-07-18,51.3706,5.1565,4.43,5.17,8.99,22.0,10
2022-08-06,51.3706,5.1565,4.02,4.9,9.31,12.0,10
2022-07-30,51.3706,5.1565,4.89,5.77,11.05,24.0,10
2022-08-10,51.3706,5.1565,3.88,4.47,7.98,10.0,10
2022-07-26,51.3706,5.1565,5.47,6.43,10.77,8.0,10
2022-07-07,51.3706,5.1565,4.41,5.14,9.25,16.0,10
2022-08-20,51.3706,5.1565,17.95,20.09,23.6,4.0,10
2022-08-24,51.3706,5.1565,6.41,7.3,11.06,20.0,10
2022-07-22,51.3706,5.1565,9.11,10.52,15.01,2.0,10
2022-08-23,51.3706,5.1565,6.75,8.0,12.82,17.0,10
2022-07-05,51.3706,5.1565,4.33,5.14,9.24,14.0,10
2022-08-04,51.3706,5.1565,4.81,6.19,11.63,8.0,10
2022-07-14,51.3706,5.1565,5.66,6.51,11.49,14.0,10
2022-07-21,51.3706,5.1565,13.23,15.09,19.68,12.0,10
2022-08-09,51.3706,5.1565,6.47,7.17,10.98,12.0,10
2022-07-11,51.3706,5.1565,4.32,5.29,9.53,13.0,10
2022-08-15,51.3706,5.1565,6.57,7.08,10.27,25.0,10
2022-07-06,51.3706,5.1565,5.43,6.37,12.55,16.0,10
2022-07-28,51.3706,5.1565,3.44,4.08,7.75,13.0,10
2022-08-19,51.3706,5.1565,18.41,19.35,21.91,5.0,10
2022-07-16,51.3706,5.1565,3.96,4.9,9.93,16.0,10
2022-07-10,51.3706,5.1565,9.61,10.92,16.57,13.0,10
2022-08-16,51.4454,5.4854,7.23,8.33,13.47,19.0,11
2022-07-31,51.4454,5.4854,7.1,8.31,14.05,38.0,11
2022-08-21,51.4454,5.4854,12.1,14.73,22.42,13.0,11
2022-08-28,51.4454,5.4854,4.77,5.93,11.07,15.0,11
2022-07-25,51.4454,5.4854,9.16,10.25,14.42,48.0,11
2022-08-04,51.4454,5.4854,4.99,6.61,15.21,8.0,11
2022-07-14,51.4454,5.4854,5.58,6.68,11.95,57.0,11
2022-08-06,51.4454,5.4854,4.47,5.58,10.8,9.0,11
2022-07-01,51.4454,5.4854,13.77,14.92,18.11,7.0,11
2022-08-31,51.4454,5.4854,5.79,6.6,11.23,25.0,11
2022-07-27,51.4454,5.4854,4.06,5.54,11.73,26.0,11
2022-07-08,51.4454,5.4854,4.54,6.19,12.24,14.0,11
2022-07-13,51.4454,5.4854,6.79,7.47,10.96,39.0,11
2022-07-07,51.4454,5.4854,3.98,4.8,9.06,25.0,11
2022-08-07,51.4454,5.4854,3.41,4.27,8.65,13.0,11
2022-08-15,51.4454,5.4854,8.0,8.7,12.63,16.0,11
2022-08-19,51.4454,5.4854,16.32,18.12,22.99,8.0,11
2022-08-01,51.4454,5.4854,6.96,7.99,12.78,13.0,11
2022-07-18,51.4454,5.4854,4.26,5.31,10.2,36.0,11
2022-07-29,51.4454,5.4854,3.3,4.2,9.4,34.0,11
2022-08-20,51.4454,5.4854,18.58,22.61,29.21,12.0,11
2022-07-26,51.4454,5.4854,5.8,6.94,12.02,47.0,11
2022-08-26,51.4454,5.4854,9.02,10.51,16.36,30.0,11
2022-07-06,51.4454,5.4854,5.51,6.66,11.83,34.0,11
2022-07-19,51.4454,5.4854,5.34,6.24,10.74,60.0,11
2022-08-29,51.4454,5.4854,5.57,6.88,12.12,19.0,11
2022-08-27,51.4454,5.4854,4.14,5.39,11.81,6.0,11
2022-08-14,51.4454,5.4854,4.63,5.24,9.2,19.0,11
2022-07-17,51.4454,5.4854,4.17,5.1,9.75,37.0,11
2022-08-17,51.4454,5.4854,10.12,11.24,16.34,13.0,11
2022-07-04,51.4454,5.4854,4.14,4.98,9.05,38.0,11
2022-08-18,51.4454,5.4854,24.88,27.66,33.23,11.0,11
2022-07-24,51.4454,5.4854,6.33,7.07,10.81,44.0,11
2022-08-24,51.4454,5.4854,6.25,7.51,12.6,26.0,11
2022-07-15,51.4454,5.4854,4.81,6.75,14.28,35.0,11
2022-08-09,51.4454,5.4854,5.88,6.8,11.53,7.0,11
2022-08-25,51.4454,5.4854,10.74,12.24,17.37,19.0,11
2022-08-03,51.4454,5.4854,4.95,6.02,11.13,12.0,11
2022-09-01,51.4454,5.4854,4.42,5.02,9.19,28.0,11
2022-08-22,51.4454,5.4854,5.54,7.42,14.3,13.0,11
2022-07-23,51.4454,5.4854,6.22,7.43,12.77,26.0,11
2022-08-11,51.4454,5.4854,4.88,5.43,9.35,9.0,11
2022-08-12,51.4454,5.4854,5.45,6.26,10.8,17.0,11
2022-08-02,51.4454,5.4854,6.87,8.06,12.57,5.0,11
2022-07-30,51.4454,5.4854,5.28,6.28,11.32,42.0,11
2022-07-09,51.4454,5.4854,4.86,6.44,12.45,40.0,11
2022-07-28,51.4454,5.4854,3.27,4.15,8.64,28.0,11
2022-07-21,51.4454,5.4854,13.37,15.73,22.96,48.0,11
2022-07-16,51.4454,5.4854,3.62,4.77,10.12,40.0,11
2022-08-23,51.4454,5.4854,6.4,8.15,14.75,17.0,11
2022-07-20,51.4454,5.4854,7.29,8.53,14.45,63.0,11
2022-07-11,51.4454,5.4854,4.78,5.91,10.92,25.0,11
2022-08-05,51.4454,5.4854,5.52,7.07,14.4,16.0,11
2022-07-03,51.4454,5.4854,3.65,4.49,8.35,42.0,11
2022-08-08,51.4454,5.4854,6.81,7.58,11.63,13.0,11
2022-07-22,51.4454,5.4854,9.62,11.35,16.91,3.0,11
2022-08-10,51.4454,5.4854,4.57,5.27,9.42,7.0,11
2022-07-12,51.4454,5.4854,6.0,6.73,10.35,14.0,11
2022-07-10,51.4454,5.4854,9.87,11.41,17.01,28.0,11
2022-07-05,51.4454,5.4854,3.94,4.88,9.66,45.0,11
2022-08-30,51.4454,5.4854,8.1,9.71,15.11,27.0,11
2022-08-13,51.4454,5.4854,5.57,6.29,10.71,19.0,11
2022-07-02,51.4454,5.4854,6.51,7.92,12.81,25.0,11
2022-07-10,51.4414,5.4714,9.15,11.13,19.32,9.0,12
2022-07-18,51.4414,5.4714,4.4,5.94,13.86,9.0,12
2022-07-26,51.4414,5.4714,5.62,7.01,14.35,9.0,12
2022-07-28,51.4414,5.4714,3.48,4.78,12.02,10.0,12
2022-08-19,51.4414,5.4714,15.88,17.29,22.68,10.0,12
2022-07-23,51.4414,5.4714,6.54,8.24,15.89,7.0,12
2022-08-10,51.4414,5.4714,4.5,5.57,12.37,12.0,12
2022-07-30,51.4414,5.4714,5.26,6.65,14.56,12.0,12
2022-08-09,51.4414,5.4714,5.88,7.17,13.94,8.0,12
2022-08-15,51.4414,5.4714,13.67,14.52,19.98,22.0,12
2022-08-16,51.4414,5.4714,6.69,8.1,16.01,16.0,12
2022-08-20,51.4414,5.4714,19.7,22.8,30.64,12.0,12
2022-08-11,51.4414,5.4714,5.33,6.11,12.62,14.0,12
2022-07-06,51.4414,5.4714,5.24,6.86,14.5,7.0,12
2022-08-18,51.4414,5.4714,24.95,27.08,33.95,14.0,12
2022-07-22,51.4414,5.4714,9.37,11.21,18.06,5.0,12
2022-08-27,51.4414,5.4714,4.24,6.13,14.95,7.0,12
2022-07-05,51.4414,5.4714,3.37,4.42,10.08,2.0,12
2022-07-27,51.4414,5.4714,4.32,6.35,15.37,9.0,12
2022-08-30,51.4414,5.4714,8.82,10.85,18.95,18.0,12
2022-08-06,51.4414,5.4714,4.12,5.57,13.26,8.0,12
2022-08-24,51.4414,5.4714,6.4,8.02,16.14,26.0,12
2022-07-17,51.4414,5.4714,4.47,5.89,13.18,10.0,12
2022-09-01,51.4414,5.4714,4.68,5.56,12.33,18.0,12
2022-08-23,51.4414,5.4714,6.72,9.14,19.86,22.0,12
2022-07-31,51.4414,5.4714,6.69,8.27,17.08,11.0,12
2022-07-14,51.4414,5.4714,5.5,7.1,15.51,13.0,12
2022-08-17,51.4414,5.4714,10.35,11.72,19.21,17.0,12
2022-07-16,51.4414,5.4714,3.65,5.25,12.84,10.0,12
2022-07-07,51.4414,5.4714,3.36,4.47,10.91,7.0,12
2022-07-11,51.4414,5.4714,3.75,5.33,12.72,6.0,12
2022-08-25,51.4414,5.4714,13.5,15.1,22.35,26.0,12
2022-07-19,51.4414,5.4714,14.74,15.98,23.6,17.0,12
2022-07-24,51.4414,5.4714,6.26,7.28,12.8,12.0,12
2022-08-04,51.4414,5.4714,7.9,10.24,24.64,10.0,12
2022-07-20,51.4414,5.4714,36.03,37.63,47.41,24.0,12
2022-08-05,51.4414,5.4714,5.2,7.25,19.06,18.0,12
2022-08-28,51.4414,5.4714,5.4,7.11,14.75,9.0,12
2022-07-25,51.4414,5.4714,9.78,10.92,16.08,9.0,12
2022-08-08,51.4414,5.4714,6.7,7.63,13.04,9.0,12
2022-07-12,51.4414,5.4714,4.96,5.99,11.21,9.0,12
2022-08-21,51.4414,5.4714,11.83,14.66,25.41,13.0,12
2022-08-03,51.4414,5.4714,4.47,5.79,13.49,11.0,12
2022-07-08,51.4414,5.4714,4.51,6.67,15.32,5.0,12
2022-08-22,51.4414,5.4714,5.86,8.31,18.45,15.0,12
2022-08-01,51.4414,5.4714,6.11,7.39,14.58,7.0,12
2022-08-26,51.4414,5.4714,15.72,17.32,25.77,27.0,12
2022-07-29,51.4414,5.4714,3.56,4.93,13.36,9.0,12
2022-07-15,51.4414,5.4714,5.42,8.18,20.34,7.0,12
2022-08-31,51.4414,5.4714,6.11,7.31,15.03,17.0,12
2022-08-14,51.4414,5.4714,8.99,9.78,15.87,21.0,12
2022-07-21,51.4414,5.4714,13.93,16.91,27.54,10.0,12
2022-07-09,51.4414,5.4714,4.51,6.64,16.18,9.0,12
2022-08-02,51.4414,5.4714,6.64,8.01,14.37,7.0,12
2022-07-13,51.4414,5.4714,6.38,7.11,11.61,13.0,12
2022-08-12,51.4414,5.4714,7.36,8.47,16.29,21.0,12
2022-08-07,51.4414,5.4714,3.59,4.71,10.49,12.0,12
2022-08-13,51.4414,5.4714,8.82,9.85,16.83,17.0,12
2022-08-29,51.4414,5.4714,6.53,8.35,16.3,11.0,12
2022-07-02,51.4815,5.5199,4.38,5.43,9.45,5.0,13
2022-08-05,51.4815,5.5199,3.2,4.83,10.6,8.0,13
2022-08-17,51.4815,5.5199,7.03,7.92,11.93,9.0,13
2022-08-04,51.4815,5.5199,2.52,4.18,11.39,5.0,13
2022-08-28,51.4815,5.5199,3.13,4.36,8.99,8.0,13
2022-07-06,51.4815,5.5199,2.81,3.69,7.67,8.0,13
2022-07-28,51.4815,5.5199,1.26,2.13,6.21,8.0,13
2022-07-17,51.4815,5.5199,2.19,3.19,7.79,10.0,13
2022-07-05,51.4815,5.5199,2.0,2.96,6.88,7.0,13
2022-07-16,51.4815,5.5199,1.85,3.02,7.55,9.0,13
2022-08-18,51.4815,5.5199,23.79,25.39,28.56,4.0,13
2022-07-15,51.4815,5.5199,3.35,5.24,10.63,7.0,13
2022-07-27,51.4815,5.5199,2.22,3.83,9.11,6.0,13
2022-08-01,51.4815,5.5199,4.21,5.23,8.66,7.0,13
2022-08-19,51.4815,5.5199,13.74,14.82,17.84,5.0,13
2022-08-16,51.4815,5.5199,4.43,5.44,9.35,10.0,13
2022-08-10,51.4815,5.5199,2.32,3.11,7.32,9.0,13
2022-07-14,51.4815,5.5199,3.65,4.83,9.87,11.0,13
2022-08-21,51.4815,5.5199,9.34,11.35,16.06,6.0,13
2022-08-03,51.4815,5.5199,2.17,2.97,6.93,7.0,13
2022-08-13,51.4815,5.5199,3.5,4.25,8.43,20.0,13
2022-08-29,51.4815,5.5199,3.77,5.07,9.24,10.0,13
2022-07-04,51.4815,5.5199,1.63,2.35,5.79,7.0,13
2022-07-12,51.4815,5.5199,2.54,3.15,6.31,4.0,13
2022-08-08,51.4815,5.5199,4.01,4.67,8.05,10.0,13
2022-07-20,51.4815,5.5199,4.62,5.75,11.13,11.0,13
2022-07-24,51.4815,5.5199,3.01,3.6,6.57,6.0,13
2022-08-25,51.4815,5.5199,6.24,7.03,10.8,10.0,13
2022-07-03,51.4815,5.5199,1.45,2.11,5.52,7.0,13
2022-08-22,51.4815,5.5199,3.19,4.62,9.05,8.0,13
2022-08-12,51.4815,5.5199,3.44,4.23,8.62,20.0,13
2022-08-02,51.4815,5.5199,4.46,5.35,8.95,7.0,13
2022-07-21,51.4815,5.5199,10.69,12.8,17.45,13.0,13
2022-07-09,51.4815,5.5199,2.46,3.81,8.42,8.0,13
2022-07-11,51.4815,5.5199,2.08,3.23,7.48,6.0,13
2022-08-09,51.4815,5.5199,3.88,4.83,8.85,9.0,13
2022-07-30,51.4815,5.5199,2.87,3.92,8.7,13.0,13
2022-07-23,51.4815,5.5199,4.11,5.28,9.26,4.0,13
2022-08-11,51.4815,5.5199,2.83,3.44,7.53,12.0,13
2022-08-24,51.4815,5.5199,3.93,5.01,9.39,11.0,13
2022-08-23,51.4815,5.5199,4.3,5.83,10.5,9.0,13
2022-08-30,51.4815,5.5199,6.47,8.09,12.41,10.0,13
2022-07-22,51.4815,5.5199,7.02,8.42,11.96,3.0,13
2022-09-01,51.4815,5.5199,2.41,3.06,7.99,13.0,13
2022-07-10,51.4815,5.5199,5.18,6.32,10.29,6.0,13
2022-07-25,51.4815,5.5199,5.93,6.58,9.47,6.0,13
2022-07-29,51.4815,5.5199,1.55,2.61,8.64,11.0,13
2022-07-08,51.4815,5.5199,2.83,4.43,8.82,6.0,13
2022-07-13,51.4815,5.5199,2.74,3.18,6.27,6.0,13
2022-07-18,51.4815,5.5199,2.51,3.51,8.0,9.0,13
2022-07-07,51.4815,5.5199,1.75,2.52,6.32,9.0,13
2022-07-01,51.4815,5.5199,8.38,9.05,11.96,4.0,13
2022-08-31,51.4815,5.5199,3.61,4.48,8.85,10.0,13
2022-08-27,51.4815,5.5199,2.06,3.5,8.73,5.0,13
2022-08-14,51.4815,5.5199,2.72,3.39,8.16,13.0,13
2022-08-20,51.4815,5.5199,17.18,19.31,22.66,4.0,13
2022-08-07,51.4815,5.5199,1.35,2.01,5.48,8.0,13
2022-07-26,51.4815,5.5199,3.55,4.57,9.06,8.0,13
2022-08-15,51.4815,5.5199,5.94,6.63,10.62,10.0,13
2022-07-19,51.4815,5.5199,3.04,3.8,7.7,10.0,13
2022-07-31,51.4815,5.5199,4.07,5.18,9.71,12.0,13
2022-08-26,51.4815,5.5199,6.44,7.67,12.42,15.0,13
2022-08-06,51.4815,5.5199,2.07,3.15,7.47,7.0,13
2022-08-11,51.4681,5.3901,29.24,30.15,37.3,29.0,14
2022-07-26,51.4681,5.3901,7.18,8.71,17.24,16.0,14
2022-08-04,51.4681,5.3901,36.53,39.16,51.42,16.0,14
2022-08-09,51.4681,5.3901,12.02,13.31,20.73,20.0,14
2022-08-02,51.4681,5.3901,14.33,15.78,23.15,12.0,14
2022-08-01,51.4681,5.3901,8.71,10.14,17.46,7.0,14
2022-07-17,51.4681,5.3901,7.56,8.9,16.68,17.0,14
2022-07-31,51.4681,5.3901,17.06,18.55,27.77,21.0,14
2022-07-23,51.4681,5.3901,13.64,15.25,23.27,9.0,14
2022-08-15,51.4681,5.3901,66.79,67.84,70.16,22.0,14
2022-07-28,51.4681,5.3901,3.52,4.65,11.35,17.0,14
2022-08-06,51.4681,5.3901,3.1,4.53,13.16,18.0,14
2022-07-30,51.4681,5.3901,20.54,22.02,30.72,29.0,14
2022-07-29,51.4681,5.3901,3.76,5.25,15.52,28.0,14
2022-07-16,51.4681,5.3901,5.72,7.12,14.93,16.0,14
2022-07-18,51.4681,5.3901,20.89,22.36,30.64,19.0,14
2022-08-05,51.4681,5.3901,22.45,24.76,36.55,22.0,14
2022-08-03,51.4681,5.3901,19.85,21.19,29.15,18.0,14
2022-07-27,51.4681,5.3901,3.68,5.88,16.15,12.0,14
2022-08-13,51.4681,5.3901,44.94,46.23,55.07,47.0,14
2022-07-25,51.4681,5.3901,46.11,47.19,49.67,15.0,14
2022-08-10,51.4681,5.3901,12.57,13.63,20.58,24.0,14
2022-07-01,51.4681,5.3901,9.83,10.78,14.97,5.0,14
2022-08-07,51.4681,5.3901,5.69,6.6,12.31,21.0,14
2022-08-08,51.4681,5.3901,14.34,15.19,20.15,23.0,14
2022-07-24,51.4681,5.3901,26.79,27.71,32.06,16.0,14
2022-07-20,51.4681,5.3901,99.86,101.61,109.16,33.0,14
2022-08-14,51.4681,5.3901,39.27,40.28,44.97,32.0,14
2022-08-12,51.4681,5.3901,40.65,41.85,50.46,45.0,14
2022-08-17,51.4681,5.3901,37.0,38.59,46.98,22.0,14
2022-07-19,51.4681,5.3901,58.7,60.23,67.58,29.0,14
2022-07-21,51.4681,5.3901,41.13,44.24,57.39,20.0,14
2022-07-22,51.4681,5.3901,9.5,11.42,19.34,2.0,14
2022-08-16,51.4681,5.3901,18.05,19.68,28.25,13.0,14
2022-07-04,51.4681,5.3901,3.7,4.83,11.32,9.0,14
2022-08-25,51.4681,5.3901,50.84,52.02,56.79,26.0,14
2022-08-23,51.4681,5.3901,20.0,22.54,34.7,28.0,14
2022-07-05,51.4681,5.3901,7.82,9.24,16.92,11.0,14
2022-08-26,51.4681,5.3901,56.77,58.62,65.93,37.0,14
2022-07-08,51.4681,5.3901,4.11,6.24,15.45,8.0,14
2022-08-29,51.4681,5.3901,6.77,8.56,16.73,21.0,14
2022-08-20,51.4681,5.3901,22.0,25.16,33.16,7.0,14
2022-07-10,51.4681,5.3901,9.61,11.41,19.35,12.0,14
2022-08-24,51.4681,5.3901,29.17,30.95,40.43,25.0,14
2022-08-30,51.4681,5.3901,12.92,15.35,24.86,26.0,14
2022-07-06,51.4681,5.3901,5.59,6.95,15.0,13.0,14
2022-08-18,51.4681,5.3901,25.47,27.78,35.68,11.0,14
2022-07-14,51.4681,5.3901,18.86,20.48,29.83,18.0,14
2022-07-15,51.4681,5.3901,11.73,14.37,26.11,15.0,14
2022-07-09,51.4681,5.3901,12.27,14.18,23.49,12.0,14
2022-07-07,51.4681,5.3901,3.8,4.97,12.35,13.0,14
2022-07-11,51.4681,5.3901,4.49,5.96,13.04,9.0,14
2022-09-01,51.4681,5.3901,4.27,5.27,13.8,29.0,14
2022-08-19,51.4681,5.3901,37.74,38.91,42.96,10.0,14
2022-07-02,51.4681,5.3901,6.26,7.82,15.75,7.0,14
2022-08-21,51.4681,5.3901,12.07,14.92,26.2,10.0,14
2022-08-31,51.4681,5.3901,7.1,8.39,17.21,29.0,14
2022-08-27,51.4681,5.3901,2.28,4.19,15.05,11.0,14
2022-08-22,51.4681,5.3901,5.31,7.69,19.08,16.0,14
2022-07-12,51.4681,5.3901,9.87,10.94,16.49,11.0,14
2022-07-03,51.4681,5.3901,11.33,12.27,17.62,12.0,14
2022-08-28,51.4681,5.3901,4.17,5.81,13.79,15.0,14
2022-07-13,51.4681,5.3901,34.49,35.32,39.99,17.0,14
2022-07-17,51.3468,5.3887,4.0,5.34,14.62,7.0,16
2022-08-28,51.3468,5.3887,5.53,7.23,16.78,9.0,16
2022-07-15,51.3468,5.3887,4.91,7.89,25.56,4.0,16
2022-08-19,51.3468,5.3887,21.62,24.21,33.78,2.0,16
2022-07-16,51.3468,5.3887,3.84,5.63,17.92,7.0,16
2022-08-24,51.3468,5.3887,6.52,8.47,22.31,8.0,16
2022-09-01,51.3468,5.3887,5.67,6.92,15.75,15.0,16
2022-07-23,51.3468,5.3887,7.95,10.22,26.85,2.0,16
2022-07-04,51.3468,5.3887,3.31,4.55,14.41,1.0,16
2022-08-09,51.3468,5.3887,6.25,7.53,15.71,12.0,16
2022-08-06,51.3468,5.3887,4.31,5.95,17.63,8.0,16
2022-07-20,51.3468,5.3887,7.08,8.88,22.36,6.0,16
2022-08-03,51.3468,5.3887,4.02,5.29,15.5,5.0,16
2022-08-17,51.3468,5.3887,9.31,10.9,20.72,20.0,16
2022-07-27,51.3468,5.3887,4.59,7.25,24.69,1.0,16
2022-08-30,51.3468,5.3887,8.54,10.59,20.07,14.0,16
2022-07-05,51.3468,5.3887,3.78,5.36,17.05,2.0,16
2022-07-09,51.3468,5.3887,4.69,7.12,21.05,5.0,16
2022-07-11,51.3468,5.3887,4.19,6.0,16.5,4.0,16
2022-07-03,51.3468,5.3887,3.52,4.89,14.07,1.0,16
2022-08-11,51.3468,5.3887,4.64,5.54,13.27,12.0,16
2022-08-02,51.3468,5.3887,7.67,9.35,18.75,6.0,16
2022-08-22,51.3468,5.3887,6.04,8.86,25.37,4.0,16
2022-08-23,51.3468,5.3887,6.69,9.2,23.94,7.0,16
2022-08-20,51.3468,5.3887,18.75,22.5,34.71,1.0,16
2022-07-06,51.3468,5.3887,5.2,6.85,18.46,4.0,16
2022-07-22,51.3468,5.3887,10.99,13.68,26.48,1.0,16
2022-08-12,51.3468,5.3887,5.48,6.63,15.66,23.0,16
2022-07-10,51.3468,5.3887,10.84,13.21,25.44,5.0,16
2022-08-10,51.3468,5.3887,3.98,5.12,15.6,10.0,16
2022-07-30,51.3468,5.3887,5.28,6.97,19.85,8.0,16
2022-07-18,51.3468,5.3887,3.88,5.26,14.25,9.0,16
2022-08-31,51.3468,5.3887,6.1,7.48,17.24,11.0,16
2022-08-05,51.3468,5.3887,6.01,8.72,29.84,3.0,16
2022-08-15,51.3468,5.3887,8.51,9.67,16.75,19.0,16
2022-07-31,51.3468,5.3887,7.94,9.97,24.43,4.0,16
2022-07-26,51.3468,5.3887,5.67,7.44,20.46,2.0,16
2022-07-28,51.3468,5.3887,3.28,4.63,14.73,4.0,16
2022-07-07,51.3468,5.3887,4.22,5.59,14.97,6.0,16
2022-08-16,51.3468,5.3887,6.09,7.71,18.32,18.0,16
2022-07-02,51.3468,5.3887,6.09,8.2,19.87,1.0,16
2022-08-07,51.3468,5.3887,3.37,4.39,10.99,12.0,16
2022-08-21,51.3468,5.3887,13.67,18.37,42.73,2.0,16
2022-08-26,51.3468,5.3887,8.82,10.93,24.39,16.0,16
2022-07-19,51.3468,5.3887,5.09,6.47,15.73,15.0,16
2022-07-25,51.3468,5.3887,9.54,11.11,18.65,3.0,16
2022-08-13,51.3468,5.3887,5.83,6.93,16.24,24.0,16
2022-08-04,51.3468,5.3887,4.18,6.44,24.49,6.0,16
2022-07-14,51.3468,5.3887,5.57,7.09,17.43,5.0,16
2022-08-29,51.3468,5.3887,6.79,8.83,18.91,12.0,16
2022-08-18,51.3468,5.3887,28.4,31.72,42.28,10.0,16
2022-07-21,51.3468,5.3887,14.18,17.45,31.23,11.0,16
2022-07-12,51.3468,5.3887,7.12,8.68,18.95,2.0,16
2022-08-14,51.3468,5.3887,4.49,5.33,12.58,25.0,16
2022-08-27,51.3468,5.3887,4.09,6.24,21.63,7.0,16
2022-08-08,51.3468,5.3887,6.62,7.64,14.25,14.0,16
2022-08-01,51.3468,5.3887,6.08,7.67,18.59,1.0,16
2022-07-29,51.3468,5.3887,3.29,4.86,17.18,7.0,16
2022-08-25,51.3468,5.3887,9.64,11.16,21.53,13.0,16
2022-07-08,51.3468,5.3887,4.68,7.34,22.02,3.0,16
2022-07-13,51.3468,5.3887,6.34,7.24,14.45,6.0,16
2022-07-24,51.3468,5.3887,6.85,8.38,22.16,2.0,16
2022-08-05,51.4136,5.4707,5.52,7.18,14.7,12.0,17
2022-07-19,51.4136,5.4707,5.62,6.72,11.74,41.0,17
2022-07-11,51.4136,5.4707,4.05,5.27,10.51,17.0,17
2022-08-22,51.4136,5.4707,6.09,8.38,21.02,12.0,17
2022-07-31,51.4136,5.4707,7.05,8.44,14.58,33.0,17
2022-08-21,51.4136,5.4707,12.31,15.48,24.63,10.0,17
2022-07-20,51.4136,5.4707,7.25,8.65,15.56,54.0,17
2022-08-12,51.4136,5.4707,6.12,6.99,11.62,14.0,17
2022-08-13,51.4136,5.4707,6.31,7.23,12.1,12.0,17
2022-08-31,51.4136,5.4707,5.97,6.94,11.78,9.0,17
2022-09-01,51.4136,5.4707,4.69,5.41,9.64,9.0,17
2022-07-12,51.4136,5.4707,5.41,6.28,10.62,10.0,17
2022-08-01,51.4136,5.4707,6.28,7.35,12.28,9.0,17
2022-07-02,51.4136,5.4707,6.74,8.47,13.97,14.0,17
2022-08-30,51.4136,5.4707,7.75,9.41,15.14,10.0,17
2022-07-06,51.4136,5.4707,5.6,7.23,13.03,33.0,17
2022-07-26,51.4136,5.4707,6.23,7.53,12.85,34.0,17
2022-07-07,51.4136,5.4707,4.01,4.89,9.42,26.0,17
2022-07-28,51.4136,5.4707,3.41,4.37,9.18,24.0,17
2022-08-07,51.4136,5.4707,3.41,4.29,8.56,8.0,17
2022-08-26,51.4136,5.4707,8.54,10.21,16.62,16.0,17
2022-07-25,51.4136,5.4707,9.32,10.56,14.94,36.0,17
2022-08-04,51.4136,5.4707,4.63,6.27,13.82,7.0,17
2022-07-05,51.4136,5.4707,4.19,5.29,10.15,34.0,17
2022-08-28,51.4136,5.4707,5.01,6.39,12.1,7.0,17
2022-07-08,51.4136,5.4707,4.59,6.43,12.86,12.0,17
2022-08-29,51.4136,5.4707,5.88,7.44,13.42,5.0,17
2022-08-08,51.4136,5.4707,6.53,7.37,11.28,7.0,17
2022-07-24,51.4136,5.4707,6.49,7.35,11.63,34.0,17
2022-08-06,51.4136,5.4707,4.38,5.51,10.83,6.0,17
2022-08-25,51.4136,5.4707,9.56,11.05,16.11,13.0,17
2022-07-29,51.4136,5.4707,3.58,4.66,10.34,36.0,17
